soil_type,iniSOC
medium,1.08
medium,1.044
medium,1.56
medium,1.26
medium,1.26
medium,0.864
medium,1.044
medium,1.212
medium,1.38
medium,1.38
medium,1.11
medium,1.188
medium,1.044
medium,1.044
medium,1.38
medium,1.044
medium,1.38
medium,1.044
medium,1.044
medium,1.38
medium,1.38
medium,1.26
medium,1.212
medium,1.296
medium,1.044
medium,1.044
medium,1.38
medium,1.794
medium,1.044
medium,0.864
medium,1.38
medium,1.044
medium,1.38
medium,1.38
medium,1.044
medium,1.38
medium,1.044
medium,1.212
medium,0.888
medium,1.38
medium,1.044
medium,1.47
medium,1.212
medium,1.56
medium,1.794
medium,1.044
medium,1.38
medium,0.864
medium,1.11
medium,1.38
medium,1.152
medium,1.212
medium,1.38
medium,1.38
medium,1.044
medium,1.044
medium,1.38
medium,1.044
medium,1.308
medium,1.56
medium,1.38
medium,1.38
medium,1.044
medium,1.044
medium,1.044
medium,1.02
medium,1.26
medium,1.044
medium,1.38
medium,1.38
medium,1.38
medium,1.38
medium,1.38
medium,1.044
medium,1.38
medium,1.212
medium,1.794
medium,1.26
medium,1.38
medium,1.26
medium,4.62
medium,1.3259999999999998
medium,1.38
medium,2.346
medium,1.044
medium,1.26
medium,1.152
medium,1.044
medium,1.26
medium,1.212
medium,1.308
medium,1.26
medium,1.044
medium,1.044
medium,1.38
medium,1.044
medium,1.044
medium,0.864
medium,1.044
medium,1.152
medium,1.56
medium,1.212
medium,1.38
medium,1.044
medium,0.864
medium,1.044
medium,1.38
medium,1.044
medium,1.11
medium,1.794
medium,1.212
medium,1.212
medium,1.38
medium,1.38
medium,1.212
medium,1.044
medium,1.38
medium,1.044
medium,1.044
medium,1.296
medium,1.044
medium,1.3259999999999998
medium,1.38
medium,1.044
medium,1.212
medium,1.212
medium,1.044
medium,1.188
medium,1.044
medium,1.56
medium,1.044
medium,1.044
medium,1.212
medium,1.044
medium,1.044
medium,1.38
medium,1.308
medium,1.044
medium,1.296
medium,1.044
medium,1.56
medium,1.38
medium,0.864
medium,1.212
medium,1.38
medium,0.864
medium,1.38
medium,1.044
medium,1.11
medium,1.38
medium,1.044
medium,1.044
medium,1.044
medium,1.044
medium,1.3499999999999999
medium,1.38
medium,1.794
medium,1.308
medium,0.864
medium,1.56
medium,1.14
medium,1.38
medium,1.044
medium,1.26
medium,1.08
medium,1.26
medium,1.38
medium,1.38
medium,1.38
medium,1.08
medium,1.044
medium,1.56
medium,1.044
medium,1.38
medium,1.38
medium,1.212
medium,1.188
medium,1.152
medium,1.26
medium,1.044
medium,1.296
medium,1.212
medium,1.044
medium,1.38
medium,1.38
medium,1.044
medium,1.38
medium,1.794
medium,1.38
medium,1.212
medium,1.38
medium,1.212
medium,1.38
medium,1.044
medium,1.044
medium,1.044
medium,1.308
medium,1.044
medium,1.38
medium,1.044
medium,1.308
medium,1.308
medium,1.044
medium,1.38
medium,1.14
medium,1.47
medium,1.38
medium,1.38
medium,1.38
medium,1.38
medium,0.864
medium,1.794
medium,1.38
medium,1.212
medium,4.62
medium,1.044
medium,1.296
medium,1.02
medium,1.044
medium,1.044
medium,1.308
medium,1.212
medium,1.38
medium,1.3259999999999998
medium,1.044
medium,1.044
medium,1.56
medium,1.02
medium,1.044
medium,1.38
medium,1.38
medium,1.044
medium,1.044
medium,1.11
medium,1.212
medium,1.044
medium,1.044
medium,1.38
medium,1.56
medium,1.308
medium,1.308
medium,1.38
medium,1.044
medium,1.38
medium,1.044
medium,1.38
medium,4.62
medium,1.044
medium,1.044
medium,1.11
medium,1.044
medium,1.38
medium,1.212
medium,1.044
medium,4.62
medium,1.38
medium,1.044
medium,1.38
medium,1.38
medium,1.044
medium,1.26
medium,1.044
medium,1.38
medium,1.152
medium,1.3499999999999999
medium,0.864
medium,1.044
medium,1.38
medium,1.02
medium,1.044
medium,1.044
medium,1.044
medium,1.308
medium,1.212
medium,1.38
medium,1.56
medium,1.38
medium,1.212
medium,1.044
medium,1.212
medium,1.044
medium,1.212
medium,1.38
medium,1.56
medium,1.38
medium,1.296
medium,1.26
medium,1.044
medium,1.3259999999999998
medium,1.26
medium,1.38
medium,1.044
medium,1.56
medium,1.308
medium,1.38
medium,1.11
medium,1.044
medium,1.3499999999999999
medium,1.044
medium,1.308
medium,1.56
medium,1.794
medium,1.38
medium,1.212
medium,1.38
medium,1.044
medium,1.38
medium,1.044
medium,1.38
medium,1.26
medium,1.044
medium,1.296
medium,1.38
medium,1.212
medium,1.38
medium,1.38
medium,1.794
medium,1.38
medium,1.296
medium,1.38
medium,1.38
medium,4.62
medium,1.188
medium,1.26
medium,1.56
medium,1.26
medium,1.044
medium,1.11
medium,1.044
medium,1.26
medium,1.3499999999999999
medium,1.212
medium,1.38
medium,1.212
medium,1.38
medium,1.044
medium,1.212
medium,1.38
medium,1.26
medium,1.044
medium,1.044
medium,1.38
medium,1.38
medium,1.38
medium,1.38
medium,1.212
medium,1.212
medium,1.212
medium,1.044
medium,1.044
medium,1.38
medium,1.56
medium,1.212
medium,1.38
medium,1.044
medium,1.044
medium,1.044
medium,1.044
medium,1.38
medium,1.38
medium,1.38
medium,1.38
medium,1.044
medium,1.26
medium,1.26
medium,1.044
medium,1.308
medium,1.14
medium,1.38
medium,1.14
medium,1.38
medium,1.56
medium,1.212
medium,1.56
medium,1.212
medium,1.044
medium,1.296
medium,1.044
medium,1.044
medium,1.212
medium,1.044
medium,1.38
medium,1.794
medium,1.38
medium,1.38
medium,1.38
medium,1.56
medium,1.044
medium,1.212
medium,1.044
medium,1.044
medium,1.14
medium,0.864
medium,1.38
medium,1.044
medium,1.38
medium,1.212
medium,1.38
medium,1.26
medium,1.044
medium,1.794
medium,1.212
medium,1.38
medium,1.38
medium,1.26
medium,1.56
medium,1.044
medium,0.864
medium,1.044
medium,1.14
medium,1.044
medium,1.38
medium,1.38
medium,1.212
medium,1.56
medium,1.572
medium,1.38
medium,1.38
medium,1.26
medium,1.296
medium,1.38
medium,1.044
medium,1.11
medium,1.044
medium,1.38
medium,1.212
medium,1.308
medium,1.38
medium,1.38
medium,1.38
medium,1.044
medium,1.14
medium,1.38
medium,1.38
medium,1.3499999999999999
medium,1.56
medium,1.044
medium,1.152
medium,1.38
medium,1.38
medium,1.044
medium,1.188
medium,1.044
medium,1.044
medium,1.38
medium,1.044
medium,1.38
medium,0.864
medium,1.044
medium,1.38
medium,1.794
medium,1.56
medium,1.38
medium,1.212
medium,1.38
medium,1.26
medium,1.38
medium,1.152
medium,1.044
medium,1.38
medium,1.308
medium,1.26
medium,1.38
medium,1.14
medium,1.08
medium,1.38
medium,1.212
medium,1.38
medium,1.38
medium,1.212
medium,1.38
medium,1.3259999999999998
medium,1.38
medium,1.56
medium,0.864
medium,1.38
medium,1.044
medium,1.044
medium,1.3499999999999999
medium,1.26
medium,1.212
medium,1.38
medium,1.794
medium,1.212
medium,1.38
medium,1.044
medium,1.044
medium,1.296
medium,1.044
medium,1.38
medium,1.044
medium,1.38
medium,1.044
medium,1.38
medium,1.044
medium,1.044
medium,1.212
medium,1.308
medium,1.794
medium,1.212
medium,1.38
medium,1.38
medium,1.152
medium,1.56
medium,0.864
medium,1.212
medium,1.572
medium,1.38
medium,1.38
medium,1.11
medium,4.62
medium,1.38
medium,1.38
medium,1.044
medium,1.38
medium,1.308
medium,1.044
medium,1.044
medium,1.044
medium,1.044
medium,1.296
medium,1.38
medium,1.38
medium,1.38
medium,1.794
medium,1.38
medium,1.044
medium,1.38
medium,1.26
medium,1.044
medium,1.38
medium,1.38
medium,1.044
medium,1.38
medium,1.38
medium,1.044
medium,1.38
medium,1.044
medium,1.38
medium,1.38
medium,1.152
medium,1.38
medium,1.044
medium,1.38
medium,1.26
medium,1.38
medium,1.044
medium,1.56
medium,1.044
medium,1.296
medium,1.02
medium,1.308
medium,1.212
medium,1.38
medium,1.308
medium,1.212
medium,1.044
medium,1.212
medium,1.38
medium,1.044
medium,1.38
medium,1.38
medium,1.212
medium,1.38
medium,1.044
medium,1.38
medium,1.38
medium,1.212
medium,1.044
medium,1.794
medium,1.212
medium,1.26
medium,1.14
medium,1.044
medium,1.044
medium,1.38
medium,0.864
medium,1.38
medium,1.38
medium,1.56
medium,1.38
medium,1.38
medium,1.212
medium,1.02
medium,1.212
medium,1.044
medium,9.0
medium,1.02
medium,1.044
medium,1.794
medium,1.044
medium,1.296
medium,1.044
medium,1.188
medium,1.26
medium,1.212
medium,1.044
medium,0.864
medium,1.212
medium,1.26
medium,1.02
medium,0.864
medium,1.044
medium,4.62
medium,1.308
medium,1.044
medium,1.212
medium,1.38
medium,1.14
medium,1.38
medium,1.044
medium,1.044
medium,1.044
medium,1.296
medium,1.044
medium,1.044
medium,1.212
medium,1.212
medium,1.044
medium,1.38
medium,1.38
medium,1.212
medium,1.38
medium,1.044
medium,1.38
medium,1.212
medium,1.38
medium,1.044
medium,1.14
medium,1.47
medium,1.47
medium,1.044
medium,1.212
medium,1.044
medium,1.044
medium,1.794
medium,1.044
medium,1.56
medium,1.308
medium,1.38
medium,1.308
medium,1.26
medium,1.044
medium,1.38
medium,1.044
medium,1.38
medium,1.212
medium,1.044
medium,1.044
medium,1.794
medium,1.38
medium,1.56
medium,1.296
medium,1.26
medium,1.38
medium,1.044
medium,1.38
medium,1.794
medium,1.044
medium,1.38
medium,1.212
medium,1.044
medium,1.38
medium,1.38
medium,1.14
medium,1.38
medium,1.38
medium,1.044
medium,1.794
medium,1.02
medium,1.044
medium,1.56
medium,1.38
medium,1.044
medium,1.212
medium,1.5899999999999999
medium,1.38
medium,1.308
medium,1.38
medium,1.152
medium,1.044
medium,1.38
medium,1.38
medium,1.38
medium,1.38
medium,1.38
medium,1.08
medium,1.38
medium,1.044
medium,1.212
medium,1.14
medium,1.296
medium,1.11
medium,1.47
medium,1.212
medium,1.38
medium,1.044
medium,1.212
medium,1.212
medium,1.38
medium,1.38
medium,1.044
medium,1.212
medium,1.044
medium,1.044
medium,1.212
medium,1.38
medium,1.044
medium,1.044
medium,1.212
medium,1.212
medium,1.044
medium,1.02
medium,1.38
medium,1.044
medium,1.38
medium,1.38
medium,1.044
medium,1.26
medium,1.044
medium,1.044
medium,1.794
medium,1.044
medium,1.296
medium,1.26
medium,1.044
medium,1.02
medium,1.38
medium,1.044
medium,1.296
medium,1.47
medium,1.044
medium,1.38
medium,1.044
medium,1.044
medium,1.26
medium,1.044
medium,1.212
medium,0.96
medium,1.212
medium,1.212
medium,1.044
medium,1.38
medium,1.47
medium,1.38
medium,1.296
medium,1.044
medium,1.044
medium,1.56
medium,1.044
medium,1.02
medium,1.794
medium,1.044
medium,1.38
medium,1.296
medium,1.044
medium,1.38
medium,1.212
medium,1.044
medium,1.044
medium,1.044
medium,1.38
medium,1.212
medium,1.38
medium,0.864
medium,1.02
medium,1.38
medium,1.38
medium,1.11
medium,1.38
medium,1.38
medium,2.346
medium,1.572
medium,0.864
medium,1.044
medium,1.212
medium,1.044
medium,1.26
medium,1.308
medium,1.26
medium,1.044
medium,1.38
medium,1.38
medium,1.38
medium,1.38
medium,1.38
medium,1.38
medium,1.212
medium,1.044
medium,1.38
medium,1.212
medium,1.14
medium,1.56
medium,1.38
medium,1.152
medium,1.38
medium,1.38
medium,1.296
medium,1.044
medium,1.044
medium,1.044
medium,1.308
medium,1.38
medium,4.62
medium,1.02
medium,1.5899999999999999
medium,1.212
medium,1.38
medium,1.044
medium,1.38
medium,1.044
medium,1.044
medium,1.044
medium,1.38
medium,1.296
medium,1.38
medium,1.212
medium,1.38
medium,1.152
medium,1.38
medium,1.044
medium,1.38
medium,1.212
medium,1.794
medium,1.38
medium,1.152
medium,1.26
medium,1.212
medium,1.38
medium,1.38
medium,1.38
medium,1.044
medium,1.044
medium,1.56
medium,1.044
medium,1.044
medium,1.26
medium,1.044
medium,1.044
medium,1.3499999999999999
medium,1.212
medium,1.212
medium,1.212
medium,1.38
medium,1.296
medium,1.044
medium,1.38
medium,1.26
medium,1.56
medium,1.044
medium,1.044
medium,1.044
medium,1.044
medium,1.3259999999999998
medium,1.38
medium,1.044
medium,1.38
medium,1.308
medium,1.38
medium,1.212
medium,1.38
medium,1.3259999999999998
medium,1.188
medium,1.794
medium,1.212
medium,1.26
medium,1.212
medium,1.308
medium,1.26
medium,1.38
medium,4.62
medium,1.38
medium,0.96
medium,1.044
medium,1.26
medium,0.864
medium,1.212
medium,1.38
medium,1.044
medium,1.044
medium,1.14
medium,1.044
medium,1.044
medium,1.794
medium,1.044
medium,2.346
medium,1.212
medium,1.38
medium,1.044
medium,1.38
medium,1.212
medium,1.044
medium,1.02
medium,1.212
medium,1.38
medium,1.044
medium,1.38
medium,1.044
medium,1.044
medium,1.188
medium,0.864
medium,1.38
medium,1.044
medium,1.044
medium,1.38
medium,1.02
medium,1.212
medium,1.044
medium,1.044
medium,1.5899999999999999
medium,1.044
medium,1.38
medium,1.044
medium,1.212
medium,1.47
medium,1.56
medium,1.26
medium,1.044
medium,0.864
medium,1.38
medium,1.044
medium,1.38
medium,1.044
medium,1.212
medium,1.044
medium,1.308
medium,1.044
medium,1.38
medium,1.044
medium,1.044
medium,1.14
medium,1.26
medium,1.044
medium,1.308
medium,1.044
medium,1.38
medium,1.044
medium,1.308
medium,1.044
medium,1.044
medium,1.212
medium,1.212
medium,1.044
medium,1.044
medium,1.044
medium,1.02
medium,1.38
medium,1.188
medium,1.212
medium,1.044
medium,1.044
medium,1.308
medium,1.38
medium,1.212
medium,1.212
medium,1.794
medium,0.864
medium,0.864
medium,1.044
medium,1.38
medium,1.38
medium,4.62
medium,1.296
medium,1.044
medium,1.044
medium,1.044
medium,1.26
medium,1.38
medium,1.14
medium,1.38
medium,1.044
medium,1.47
medium,1.296
medium,1.26
medium,1.044
medium,1.296
medium,1.044
medium,1.044
medium,1.38
medium,1.38
medium,1.08
medium,1.38
medium,1.044
medium,1.296
medium,1.38
medium,1.11
medium,1.38
medium,1.044
medium,1.5899999999999999
medium,1.212
medium,1.38
medium,1.38
medium,1.044
medium,1.308
medium,1.47
medium,1.212
medium,1.308
medium,1.38
medium,1.38
medium,1.38
medium,1.38
medium,1.296
medium,1.38
medium,1.794
medium,1.296
medium,1.38
medium,1.38
medium,0.864
medium,1.38
medium,1.212
medium,1.044
medium,1.56
medium,1.212
medium,1.38
medium,1.38
medium,1.212
medium,1.044
medium,1.044
medium,0.864
medium,1.56
medium,1.296
medium,1.212
medium,1.38
medium,1.296
medium,1.38
medium,1.044
medium,1.212
medium,1.212
medium,1.044
medium,1.38
medium,1.11
medium,1.38
medium,1.3499999999999999
medium,1.38
medium,1.044
medium,1.56
medium,1.044
medium,1.044
medium,1.38
medium,1.308
medium,1.38
medium,1.044
medium,1.38
medium,0.864
medium,1.38
medium,1.38
medium,1.212
medium,1.26
medium,1.044
medium,1.212
medium,1.26
medium,1.38
medium,1.26
medium,1.38
medium,1.044
medium,1.38
medium,1.044
medium,1.044
medium,1.38
medium,2.346
medium,1.044
medium,1.38
medium,1.044
medium,1.044
medium,1.212
medium,1.044
medium,1.38
medium,1.56
medium,1.38
medium,1.26
medium,1.212
medium,1.044
medium,1.26
medium,1.044
medium,1.308
medium,1.044
medium,1.3259999999999998
medium,0.864
medium,1.38
medium,1.794
medium,1.38
medium,1.38
medium,1.212
medium,1.212
medium,1.212
medium,1.044
medium,1.38
medium,1.044
medium,0.864
medium,1.212
medium,1.38
medium,1.38
medium,1.044
medium,1.38
medium,1.14
medium,1.212
medium,1.14
medium,1.56
medium,1.212
medium,1.38
medium,1.212
medium,0.864
medium,0.864
medium,1.38
medium,1.38
medium,1.044
medium,0.864
medium,1.212
medium,1.044
medium,1.044
medium,1.044
medium,1.38
medium,1.044
medium,1.38
medium,1.56
medium,1.26
medium,1.38
medium,1.26
medium,1.188
medium,1.11
medium,1.212
medium,1.044
medium,1.044
medium,1.572
medium,1.38
medium,1.044
medium,1.152
medium,1.152
medium,1.212
medium,1.044
medium,0.864
medium,1.044
medium,1.044
medium,1.212
medium,1.38
medium,1.044
medium,1.044
medium,1.38
medium,1.044
medium,1.044
medium,1.02
medium,1.308
medium,1.044
medium,1.044
medium,1.26
medium,1.38
medium,1.044
medium,1.212
medium,0.66
medium,1.044
medium,1.044
medium,1.044
medium,1.38
medium,1.38
medium,1.044
medium,1.212
medium,0.864
medium,1.044
medium,1.044
medium,1.212
medium,1.044
medium,1.38
medium,1.38
medium,1.044
medium,1.56
medium,1.38
medium,1.212
medium,1.38
medium,1.38
medium,1.152
medium,1.02
medium,1.308
medium,1.3259999999999998
medium,1.296
medium,1.26
medium,1.212
medium,1.38
medium,1.212
medium,1.14
medium,1.3259999999999998
medium,1.38
medium,1.296
medium,1.044
medium,1.38
medium,1.02
medium,1.26
medium,1.38
medium,1.794
medium,1.11
medium,1.044
medium,1.38
medium,1.044
medium,1.044
medium,1.38
medium,1.38
medium,1.38
medium,1.212
medium,1.38
medium,1.38
medium,1.152
medium,1.38
medium,1.212
medium,1.38
medium,1.044
medium,1.38
medium,1.044
medium,0.864
medium,1.26
medium,1.56
medium,1.02
medium,1.308
medium,1.044
medium,1.38
medium,1.38
medium,0.864
medium,1.044
medium,1.26
medium,1.044
medium,1.38
medium,1.044
medium,1.296
medium,0.864
medium,1.044
medium,1.38
medium,1.044
medium,1.14
medium,1.38
medium,1.02
medium,0.888
medium,1.38
medium,1.14
medium,1.38
medium,1.296
medium,1.044
medium,1.38
medium,1.38
medium,1.044
medium,1.044
medium,1.38
medium,1.38
medium,1.56
medium,1.212
medium,1.38
medium,1.38
medium,1.296
medium,1.044
medium,1.212
medium,1.47
medium,1.044
medium,1.212
medium,1.044
medium,1.56
medium,1.26
medium,4.62
medium,1.212
medium,1.044
medium,1.38
medium,1.212
medium,1.212
medium,1.296
medium,1.38
medium,1.38
medium,1.044
medium,1.38
medium,1.044
medium,0.888
medium,1.044
medium,1.794
medium,1.56
medium,1.212
medium,1.56
medium,1.794
medium,1.044
medium,1.212
medium,1.56
medium,1.14
medium,1.236
medium,1.212
medium,1.044
medium,1.044
medium,1.212
medium,1.044
medium,1.26
medium,1.044
medium,1.38
medium,1.26
medium,1.794
medium,1.044
medium,1.38
medium,0.864
medium,1.38
medium,1.044
medium,1.47
medium,1.044
medium,1.38
medium,1.38
medium,1.02
medium,1.044
medium,1.212
medium,1.26
medium,1.044
medium,1.38
medium,1.38
medium,1.26
medium,1.38
medium,1.56
medium,1.56
medium,1.56
medium,1.3259999999999998
medium,1.212
medium,1.08
medium,1.38
medium,1.56
medium,1.38
medium,1.044
medium,1.3499999999999999
medium,0.864
medium,1.26
medium,1.044
medium,1.38
medium,1.212
medium,1.044
medium,1.212
medium,1.38
medium,1.044
medium,1.212
medium,0.864
medium,1.26
medium,1.212
medium,1.296
medium,1.3499999999999999
medium,1.308
medium,1.044
medium,1.794
medium,1.044
medium,1.044
medium,1.794
medium,1.044
medium,1.38
medium,1.044
medium,1.044
medium,1.38
medium,1.38
medium,1.308
medium,1.38
medium,1.212
medium,1.38
medium,1.56
medium,1.38
medium,9.0
medium,1.38
medium,1.044
medium,1.044
medium,1.38
medium,1.044
medium,1.308
medium,1.044
medium,1.308
medium,1.11
medium,1.38
medium,1.044
medium,1.188
medium,1.044
medium,1.56
medium,1.38
medium,1.38
medium,1.38
medium,1.212
medium,1.308
medium,1.794
medium,1.14
medium,1.044
medium,1.38
medium,1.38
medium,1.38
medium,1.38
medium,1.38
medium,1.11
medium,1.47
medium,1.794
medium,1.26
medium,1.296
medium,1.38
medium,1.08
medium,1.212
medium,1.38
medium,1.044
medium,1.794
medium,1.5899999999999999
medium,1.794
medium,1.212
medium,1.26
medium,1.38
medium,1.308
medium,1.38
medium,1.308
medium,1.044
medium,1.212
medium,4.62
medium,1.38
medium,1.38
medium,1.212
medium,0.864
medium,1.212
medium,1.38
medium,1.38
medium,1.188
medium,1.044
medium,1.38
medium,1.38
medium,1.044
medium,1.38
medium,1.212
medium,1.044
medium,1.212
medium,1.38
medium,1.38
medium,1.38
medium,1.3259999999999998
medium,0.864
medium,1.308
medium,1.38
medium,1.044
medium,1.56
medium,1.044
medium,1.38
medium,1.308
medium,1.212
medium,1.38
medium,1.38
medium,1.044
medium,0.864
medium,1.044
medium,1.044
medium,1.212
medium,1.38
medium,1.14
medium,1.044
medium,1.38
medium,1.212
medium,1.38
medium,1.02
medium,1.26
medium,1.044
medium,1.38
medium,1.044
medium,1.044
medium,0.864
medium,1.794
medium,1.38
medium,1.044
medium,1.38
medium,1.38
medium,1.38
medium,1.296
medium,1.212
medium,1.212
medium,1.044
medium,1.38
medium,1.212
medium,1.308
medium,1.308
medium,1.38
medium,1.296
medium,1.044
medium,1.044
medium,1.044
medium,1.38
medium,1.044
medium,1.044
medium,1.38
medium,1.308
medium,1.044
medium,1.044
medium,1.794
medium,1.5899999999999999
medium,1.38
medium,1.152
medium,1.044
medium,1.38
medium,1.044
medium,1.044
medium,1.212
medium,1.212
medium,1.38
medium,1.38
medium,1.56
medium,1.044
medium,1.56
medium,1.47
medium,1.212
medium,1.38
medium,1.38
medium,1.044
medium,1.212
medium,1.38
medium,1.044
medium,1.3499999999999999
medium,1.38
medium,1.296
medium,1.56
medium,1.56
medium,1.38
medium,1.044
medium,1.47
medium,1.044
medium,1.38
medium,1.38
medium,1.38
medium,1.044
medium,1.38
medium,1.56
medium,1.38
medium,1.38
medium,1.38
medium,1.044
medium,0.864
medium,1.38
medium,1.38
medium,1.044
medium,1.044
medium,1.38
medium,1.26
medium,1.38
medium,1.38
medium,1.38
medium,1.212
medium,1.044
medium,1.044
medium,1.152
medium,1.212
medium,1.38
medium,1.044
medium,1.044
medium,1.044
medium,1.044
medium,1.308
medium,1.044
medium,1.044
medium,1.044
medium,1.38
medium,1.38
medium,1.38
medium,1.38
medium,1.38
medium,1.38
medium,1.26
medium,1.212
medium,1.38
medium,1.56
medium,1.794
medium,1.26
medium,1.38
medium,1.044
medium,1.212
medium,0.864
medium,1.38
medium,1.56
medium,1.044
medium,1.56
medium,1.212
medium,1.38
medium,1.044
medium,1.38
medium,1.38
medium,1.38
medium,1.044
medium,0.864
medium,1.38
medium,1.38
medium,1.02
medium,1.212
medium,1.044
medium,1.212
medium,1.044
medium,1.38
medium,1.56
medium,1.188
medium,1.152
medium,1.26
medium,1.38
medium,1.26
medium,1.212
medium,1.044
medium,1.044
medium,1.02
medium,1.26
medium,1.02
medium,1.044
medium,1.296
medium,1.212
medium,1.308
medium,1.044
medium,1.044
medium,1.044
medium,1.38
medium,1.38
medium,1.044
medium,1.38
medium,1.212
medium,1.212
medium,1.26
medium,1.044
medium,1.044
medium,1.212
medium,1.044
medium,1.38
medium,1.296
medium,1.296
medium,0.864
medium,1.38
medium,1.044
medium,1.26
medium,1.38
medium,0.864
medium,1.044
medium,1.044
medium,1.38
medium,1.296
medium,1.26
medium,1.56
medium,1.296
medium,1.044
medium,1.38
medium,0.864
medium,1.044
medium,1.794
medium,1.188
medium,1.152
medium,1.26
medium,1.26
medium,1.38
medium,1.38
medium,1.044
medium,1.38
medium,1.794
medium,1.38
medium,1.38
medium,1.26
medium,1.044
medium,1.212
medium,1.044
medium,1.26
medium,1.26
medium,1.38
medium,1.044
medium,1.38
medium,1.14
medium,1.212
medium,1.38
medium,1.044
medium,1.38
medium,1.044
medium,1.5899999999999999
medium,1.38
medium,1.308
medium,1.38
medium,1.044
medium,1.044
medium,1.26
medium,1.044
medium,1.56
medium,1.38
medium,1.044
medium,1.38
medium,1.044
medium,1.38
medium,1.38
medium,1.308
medium,1.212
medium,1.212
medium,1.56
medium,1.38
medium,1.212
medium,1.3259999999999998
medium,1.152
medium,0.864
medium,1.044
medium,1.38
medium,1.11
medium,1.38
medium,1.044
medium,1.044
medium,1.044
medium,1.38
medium,1.56
medium,1.044
medium,1.3259999999999998
medium,1.044
medium,1.38
medium,1.794
medium,1.212
medium,1.296
medium,1.044
medium,1.044
medium,1.212
medium,0.864
medium,1.044
medium,1.38
medium,1.044
medium,1.38
medium,1.044
medium,1.38
medium,1.38
medium,1.296
medium,1.308
medium,1.044
medium,1.14
medium,1.02
medium,1.38
medium,1.044
medium,1.11
medium,1.044
medium,1.212
medium,1.308
medium,1.044
medium,1.38
medium,1.26
medium,1.044
medium,1.56
medium,1.308
medium,1.044
medium,1.26
medium,1.044
medium,1.5899999999999999
medium,1.38
medium,1.044
medium,1.38
medium,1.044
medium,1.044
medium,1.38
medium,1.38
medium,1.044
medium,1.14
medium,1.044
medium,1.794
medium,1.044
medium,1.38
medium,1.38
medium,1.38
medium,1.044
medium,1.14
medium,1.3259999999999998
medium,1.044
medium,1.296
medium,1.26
medium,1.308
medium,1.794
medium,1.38
medium,1.044
medium,1.212
medium,1.38
medium,1.26
medium,1.26
medium,1.308
medium,1.044
medium,1.044
medium,1.212
medium,1.044
medium,1.38
medium,1.188
medium,1.38
medium,1.044
medium,1.47
medium,1.044
medium,1.38
medium,1.212
medium,1.044
medium,1.02
medium,1.212
medium,1.044
medium,1.044
medium,1.38
medium,1.02
medium,1.38
medium,1.56
medium,1.08
medium,1.044
medium,1.38
medium,1.56
medium,1.212
medium,1.044
medium,1.56
medium,1.044
medium,1.044
medium,1.044
medium,1.26
medium,1.212
medium,1.56
medium,1.38
medium,1.14
medium,1.38
medium,1.044
medium,0.864
medium,1.044
medium,1.212
medium,1.38
medium,1.26
medium,1.38
medium,1.26
medium,1.14
medium,1.38
medium,1.044
medium,1.044
medium,1.38
medium,1.044
medium,1.38
medium,1.212
medium,1.38
medium,1.02
medium,1.3259999999999998
medium,1.212
medium,1.044
medium,1.56
medium,1.044
medium,1.212
medium,1.044
medium,1.26
medium,1.212
medium,1.296
medium,1.38
medium,1.56
medium,1.38
medium,1.296
medium,1.26
medium,1.044
medium,1.3499999999999999
medium,1.044
medium,1.794
medium,1.38
medium,1.044
medium,1.38
medium,1.044
medium,1.38
medium,1.308
medium,1.56
medium,1.56
medium,1.044
medium,1.3499999999999999
medium,1.212
medium,1.044
medium,1.044
medium,1.044
medium,1.794
medium,1.044
medium,1.044
medium,1.56
medium,1.08
medium,1.794
medium,1.044
medium,1.26
medium,1.044
medium,1.38
medium,1.38
medium,1.56
medium,1.152
medium,1.212
medium,1.212
medium,1.044
medium,1.044
medium,1.044
medium,1.212
medium,1.212
medium,1.38
medium,1.212
medium,1.152
medium,1.08
medium,1.296
medium,1.26
medium,1.3259999999999998
medium,1.044
medium,1.296
medium,1.188
medium,1.212
medium,1.38
medium,1.308
medium,1.044
medium,1.38
medium,1.26
medium,1.044
medium,1.212
medium,1.38
medium,1.38
medium,1.044
medium,1.212
medium,1.212
medium,1.044
medium,1.044
medium,1.212
medium,1.56
medium,1.38
medium,1.044
medium,1.38
medium,1.56
medium,1.38
medium,1.38
medium,0.864
medium,1.044
medium,1.26
medium,1.56
medium,1.152
medium,1.38
medium,1.56
medium,1.044
medium,1.26
medium,1.308
medium,1.14
medium,1.212
medium,1.044
medium,1.38
medium,1.38
medium,1.794
medium,1.212
medium,1.296
medium,1.044
medium,1.26
medium,1.296
medium,1.26
medium,1.38
medium,1.044
medium,1.38
medium,1.38
medium,1.044
medium,1.26
medium,1.044
medium,1.212
medium,1.38
medium,1.044
medium,0.864
medium,1.38
medium,1.38
medium,1.044
medium,1.044
medium,1.044
medium,1.5899999999999999
medium,1.212
medium,1.38
medium,1.02
medium,1.212
medium,1.38
medium,1.38
medium,1.38
medium,1.794
medium,1.11
medium,1.56
medium,1.212
medium,1.152
medium,1.38
medium,1.38
medium,1.044
medium,1.296
medium,1.26
medium,1.38
medium,1.38
medium,1.26
medium,1.044
medium,1.188
medium,0.864
medium,1.044
medium,1.308
medium,1.044
medium,1.794
medium,1.38
medium,4.62
medium,1.794
medium,1.188
medium,1.11
medium,1.044
medium,1.26
medium,1.38
